------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	O         15.99899960
  4.	N         14.00699997
  5.	HE         4.00299978
  6.	AR        39.94800186
------------------------------


------------------------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       O       N      HE      AR
         Pressure Logarithmic Interpolation
         1	1.320000e-02	6.100000e+53	  -13.19      14200.00
         2	2.630000e-02	9.600000e+52	  -12.85      14300.00
         3	1.200000e-01	2.100000e+52	  -12.44      15500.00
         4	1.000000e+00	4.900000e+51	  -11.92      17700.00
         5	1.000000e+01	1.500000e+48	  -10.58      18800.00


    761. H + C4H5  = H2 + C4H4 
         k:       1.500000e+13	    0.00          0.00


    762. OH + C4H5  = H2O + C4H4 
         k:       2.000000e+12	    0.00          0.00


    763. HCO + C4H5  = CO + C4H6 
         k:       5.000000e+12	    0.00          0.00


    764. HO2 + C4H5  => OH + C2H3 + CH2CO 
         k:       6.600000e+12	    0.00          0.00


    765. O2 + C4H5  = HCO + C2H3CHO 
         k:       9.200000e+16	   -1.39       1010.00


    766. O2 + C4H5  => H + CO + C2H3CHO 
         k:       5.190000e+15	   -1.26       3312.62


    767. C2H2 + C4H5  = H + FULVENE 
         k:       1.740000e+19	   -1.86      12384.00


    768. C2H2 + C4H5  = H + C6H6 
         k:       1.370000e+16	   -1.00       8896.00
         Pressure Logarithmic Interpolation
         1	1.000000e-02	1.370000e+16	   -1.00       8896.00
         2	2.500000e-02	2.940000e+16	   -1.09       9259.00
         3	1.000000e-01	1.370000e+16	   -1.00       8898.00
         4	1.000000e+00	1.385000e+16	   -1.00       8900.00
         5	1.000000e+01	1.690000e+16	   -1.03       8967.00
         6	1.000000e+02	1.650000e+16	   -1.01       9480.00


    769. C2H2 + C4H4  = C6H6 
         k:       4.470000e+11	    0.00      30010.00


    770. O + C4H6  = CH2O + C3H4-A 
         k:       2.240000e+11	    0.68       2150.00
         Pressure Logarithmic Interpolation
         1	1.000000e-01	7.780000e+10	    0.81       1860.00
         2	1.000000e+00	7.260000e+10	    0.82       1830.00
         3	1.000000e+01	2.240000e+11	    0.68       2150.00


    771. O + C4H6  = C2H3 + CH2CHO 
         k:       2.460000e+11	    0.56       1220.00
         Pressure Logarithmic Interpolation
         1	1.000000e-01	2.290000e+11	    0.57       1190.00
         2	1.000000e+00	1.620000e+09	    1.25        539.00
         3	1.000000e+01	2.460000e+11	    0.56       1220.00


    772. C2H3 + C4H5  = H2 + C6H6 
         k:       1.840000e-13	    7.07      -3611.00


    773. C2H + C4H5  = 2C3H3 
         k:       4.000000e+12	    0.00          0.00


    774. H + C4H3  = C4H4 
         k:       3.400000e+43	   -9.01      12120.00


    775. H + C4H4  = H2 + C4H3 
         k:       6.650000e+05	    2.53      12240.00


    776. OH + C4H4  = H2O + C4H3 
         k:       3.100000e+07	    2.00       3430.00


    777. CH3 + C4H4  = CH4 + C4H3 
         k:       5.000000e+13	    0.00      19800.00


    778. C2H2 + C2H (+M)  = C4H3 (+M) 
         Fall-off (Troe)
         k0:      1.240000e+31	   -4.72       1871.00
         kInf:    8.300000e+10	    0.90       -363.00
         Troe Parameters
         a    1.00e+00
         T*** 1.00e+02
         T*   5.61e+03
         T**  1.34e+04
         Third body efficiencies
         H2                  	enhanced by	   2.000
         H2O                 	enhanced by	   6.000
         CH4                 	enhanced by	   2.000
         CO                  	enhanced by	   1.500
         CO2                 	enhanced by	   2.000
         C2H6                	enhanced by	   3.000
         C2H2                	enhanced by	   2.500
         C2H4                	enhanced by	   2.500


    779. H + C4H2  = C4H3 
         k:       1.100000e+42	   -8.72      15300.00


    780. H + C4H3  = H2 + C4H2 
         k:       3.000000e+13	    0.00          0.00


    781. OH + C4H3  = H2O + C4H2 
         k:       2.000000e+12	    0.00          0.00


    782. C2H3 + C4H3  = 2C3H3 
         k:       4.000000e+12	    0.00          0.00


    783. CH + C3H3  = H + C4H3 
         k:       5.000000e+13	    0.00          0.00


    784. O2 + C4H3  = CH2CO + HCCO 
         k:       7.860000e+16	   -1.80          0.00


    785. CH2 + C4H3  = C2H + C3H4-A 
         k:       2.000000e+13	    0.00          0.00


    786. CH3CHO  = H2 + CH2CO 
         k:       4.000000e+13	    0.00      80500.00


    787. O2 + C3H4-A  => CH2O + CH2CO 
         k:       1.000000e+15	    0.00      41000.00


    788. O + C2H2  => CH2CO 
         k:       1.000000e+13	    0.00      15000.00


    789. O + CH2CO  => 2HCO 
         k:       2.000000e+13	    0.00       2300.00


    790. O + CH2CO  => CO + CH2O 
         k:       1.000000e+12	    0.00       5000.00


    791. OH + CH2CO  => CO2 + CH3 
         k:       1.000000e+13	    0.00          0.00


    792. O2 + CH2CO  => CO2 + CH2O 
         k:       1.000000e+14	    0.00      37000.00


    793. O2 + CH2CO  => OH + CO + HCO 
         k:       3.000000e+14	    0.00      40000.00


    794. O + C4H3  = C2H + CH2CO 
         k:       2.000000e+13	    0.00          0.00


    795. O2 + C4H5  => OH + C2H2 + CH2CO 
         k:       1.500000e+13	    0.00      15000.00


    796. OH + C4H5  => C2H4 + CH2CO 
         k:       3.000000e+12	    0.00          0.00


    797. OH + CH3CO  => H2O + CH2CO 
         k:       3.000000e+12	    0.00          0.00


    798. OH + CH2CHO  => H2O + CH2CO 
         k:       5.000000e+12	    0.00          0.00


    799. HO2 + CH2CO  => OH + CO + CH2O 
         k:       1.000000e+10	    0.00       5000.00


    800. O2 + CH2CHO  => HO2 + CH2CO 
         k:       5.000000e+11	    0.00       3000.00


    801. 2CH2CO  = CH3CO + HCCO 
         k:       1.500000e+13	    0.00      60500.00


    802. 2CH2CO  = CO2 + C3H4-A 
         k:       7.500000e+09	    0.00      27700.00


    803. 2CH2CO  => 2CO + C2H4 
         k:       7.500000e+10	    0.00      40000.00


    804. CH2CO  => H + HCCO 
         k:       1.500000e+14	    0.00     102400.00


    805. CH2 + CH2CO  = CO + C2H4 
         k:       5.000000e+03	    2.80       6210.00


    806. CH2 + CH2CO  = CH3 + HCCO 
         k:       3.600000e+13	    0.00      11000.00


    807. CH3 + CH2CO  = OH + C3H4-A 
         k:       1.500000e+11	    0.00      32300.00


    808. CH3 + CH2CO  = OH + C3H4-P 
         k:       3.000000e+10	    0.00      39000.00


    809. OH + HCCO  = H + CO + HCO 
         k:       1.000000e+13	    0.00          0.00


    810. O2 + HCCO  = CO2 + HCO 
         k:       2.400000e+11	    0.00       -854.00


    811. CH2 + HCCO  = CO + C2H3 
         k:       3.000000e+13	    0.00          0.00


    812. 2HCCO  => 2CO + C2H2 
         k:       1.000000e+13	    0.00          0.00


    813. C2H3 + HCCO  = CO + C3H4-P 
         k:       4.000000e+13	    0.00          0.00


    814. HCCO + C3H5-A  = CO + C4H6 
         k:       1.000000e+12	    0.00          0.00


    815. O2 + C2H2  = OH + HCCO 
         k:       2.000000e+07	    1.50      30000.00


    816. OH + C4H2  = C2H2 + HCCO 
         k:       5.000000e+12	    0.00          0.00


    817. O2 + C2H  = O + HCCO 
         k:       2.300000e+13	    0.00          0.00


    818. O2 + C3H2  = HCO + HCCO 
         k:       4.000000e+13	    0.00          0.00


    819. OH + C3H3  = C2H3CHO 
         k:       3.000000e+13	    0.00          0.00


    820. OH + C3H4-P  => H + C2H3CHO 
         k:       6.000000e+11	    0.00       1000.00


    821. OH + C2H3CHO  => HCO + CH3CHO 
         k:       4.000000e+12	    0.00          0.00


    822. OH + C2H3CHO  => H + CO2 + C2H4 
         k:       5.000000e+12	    0.00          0.00


    823. HO2 + C2H3CHO  => OH + CH2O + CH2CO 
         k:       5.000000e+12	    0.00      15000.00


    824. HCO + C2H4  => 0.2H + 0.8CO + 0.8C2H5 + 0.2C2H3CHO 
         k:       7.000000e+11	    0.00       6000.00


    825. HCO + C3H6  => CH3 + C2H3CHO 
         k:       5.000000e+11	    0.00       6000.00


    826. O2 + C4H6  => CH2O + C2H3CHO 
         k:       1.000000e+14	    0.00      39000.00


    827. O2 + C5H6  => CH2CO + C2H3CHO 
         k:       1.000000e+13	    0.00      39000.00


    828. H + C2H3CHO  => HCO + C2H4 
         k:       1.000000e+13	    0.00       5000.00


    829. C3H6O  => CH3 + CH2CHO 
         k:       5.000000e+16	    0.00      73000.00


    830. C3H6O  => CH2O + C2H4 
         k:       1.000000e+16	    0.00      64000.00


    831. O + C3H6  => C3H6O 
         k:       7.000000e+12	    0.00       5000.00


    832. OH + C3H5-A  => 0.5CH2O + 0.5C2H4 + 0.5C3H6O 
         k:       3.000000e+12	    0.00          0.00


    833. OH + C3H5-S  => 0.5CH2O + 0.5C2H4 + 0.5C3H6O 
         k:       2.000000e+12	    0.00          0.00


    834. HO2 + IC4H7  => CH2O + 0.2C3H6O + 0.8CH3COCH3 
         k:       8.000000e+11	    0.00          0.00


    835. O + OH +M  = HO2 +M 
         k:       1.000000e+16	    0.00          0.00


    836. O2 + C2H  = CO2 + CH 
         k:       4.500000e+15	    0.00      25000.00


    837. OH + CH  = H2O + C 
         k:       4.000000e+07	    2.00       3000.00


    838. O2 + C2H5  => CH3O + CH2O 
         k:       1.000000e+14	    0.00      24000.00


    839. O2 + C2H5  => O + CH3 + CH2O 
         k:       1.000000e+13	    0.00      27000.00


    840. O + C2H5  => 0.35H + 0.3OH + 0.35CH3 + 0.35CH2O + 0.3C2H4 + 0.35CH3CHO 
         k:       5.000000e+13	    0.00          0.00


    841. HO2 + C2H5  => OH + CH3 + CH2O 
         k:       5.000000e+12	    0.00          0.00


    842. O + C2H4  => CH3CHO 
         k:       1.000000e+09	    0.00       5000.00


    843. C2H5OH  = H + SC2H4OH 
         k:       5.000000e+15	    0.00     100000.00


    844. O2 + PC2H4OH  => OH + 2CH2O 
         k:       1.000000e+12	    0.00       2000.00


    845. H + CH3COCH3  = CH3 + CH3CHO 
         k:       2.000000e+13	    0.00       5000.00


    846. CH3COCH2  = CH3 + CH2CO 
         k:       1.000000e+14	    0.00      31000.00


    847. O2 + CH3COCH2  => OH + CH2O + CH2CO 
         k:       8.000000e+11	    0.00          0.00


    848. HO2 + CH3COCH2  => OH + CH2O + CH3CO 
         k:       1.000000e+11	    0.00          0.00


    849. CH2OHCHO  = CH2OH + HCO 
         k:       1.000000e+16	    0.00      82000.00


    850. CH2OHCHO  = 2CH2O 
         k:       5.000000e+12	    0.00      60000.00


    851. CH2OHCHO  = H2O + CH2CO 
         k:       1.000000e+14	    0.00      70000.00


    852. OH + C2H3CHO  => CH3 + CHOCHO 
         k:       1.000000e+12	    0.00          0.00


    853. CHOCHO  = 2HCO 
         k:       3.000000e+16	    0.00      71000.00


    854. HCOOH  = H2O + CO 
         k:       9.000000e+13	    0.00      65300.00


    855. HCOOH  = H2 + CO2 
         k:       7.000000e+12	    0.00      64700.00


    856. CH3OCHO  = CO + CH3OH 
         k:       2.000000e+13	    0.00      60000.00


    857. CH3OCHO  = CO2 + CH4 
         k:       1.500000e+12	    0.00      59800.00


    858. CH3OCHO  = 2CH2O 
         k:       1.000000e+12	    0.00      61000.00


    859. CH3OCHO  => H + CO2 + CH3 
         k:       2.170000e+24	   -2.40      97600.00


    860. H + CH3OCO  = CH3OCHO 
         k:       1.000000e+14	    0.00          0.00


    861. CH3O + HCO  = CH3OCHO 
         k:       3.000000e+13	    0.00          0.00


    862. H + CH3OCHO  => H2 + CH2O + HCO 
         k:       1.600000e+14	    0.00      10500.00


    863. H + CH3OCHO  => H2 + CH3OCO 
         k:       5.300000e+13	    0.00      10500.00


    864. CH3OCO  = CO2 + CH3 
         k:       1.550000e+12	    0.51      15200.00


    865. CH3OCO  = CO + CH3O 
         k:       7.370000e+12	    0.48      23800.00


    866. H + CH3O2  = CH3O2H 
         k:       5.000000e+13	    0.00          0.00


    867. CH3O2  = OH + CH2O 
         k:       1.500000e+13	    0.00      47000.00


    868. OH + CH3O2  => HO2 + CH3O 
         k:       3.000000e+12	    0.00          0.00


    869. HO2 + CH3O2  => O2 + H2O + CH2O 
         k:       5.000000e+10	    0.00          0.00


    870. CH3O2 + CH3O  => CH3O2H + CH2O 
         k:       6.000000e+11	    0.00          0.00


    871. CH3O2 + C3H5-A  => O2 + C4H8-1 
         k:       1.500000e+11	    0.00          0.00


    872. CH3O2 + C3H5-A  => CH3O + CH2O + C2H3 
         k:       7.500000e+10	    0.00          0.00


    873. CH3O2H + CH3O  => OH + CH3OH + CH2O 
         k:       1.500000e+11	    0.00       6500.00


    874. CH3O2 + CH2O  => H2 + OH + CO + CH2O 
         k:       2.000000e+11	    0.00      11000.00


    875. CO + CH3O2  => CO2 + CH3O 
         k:       1.000000e+14	    0.00      24000.00


    876. HO2 + C2H5  = C2H5O2H 
         k:       3.000000e+12	    0.00          0.00


    877. O2 + C2H4O2H  = O2C2H4O2H 
         k:       1.000000e+12	    0.00          0.00


    878. O2C2H4O2H  => OH + HO2CH2CHO 
         k:       1.000000e+12	    0.00      28500.00


    879. HO2CH2CHO  => OH + CH2O + HCO 
         k:       2.000000e+15	    0.00      42500.00


    880. CH3 + C2H5O2  => CH3 + CH3O + CH2O 
         k:       2.000000e+12	    0.00      -1200.00


    881. CH3O2 + C2H5O2  => O2 + CH3 + CH3O + CH2O 
         k:       2.000000e+11	    0.00          0.00


    882. 2C2H5O2  => O2 + 2CH3 + 2CH2O 
         k:       2.000000e+11	    0.00          0.00


    883. CO + C2H5O2  => CO2 + CH3 + CH2O 
         k:       1.000000e+14	    0.00      24000.00


    884. CH3 + CH2O  = H + CH3CHO 
         k:       2.000000e+11	    0.00       7600.00


    885. CH2 + HCO  = CO + CH3 
         k:       2.000000e+13	    0.00          0.00


    886. O + CH2  = H2 + CO 
         k:       5.000000e+13	    0.00          0.00


    887. OH + CH2  = H + CH2O 
         k:       3.000000e+13	    0.00          0.00


    888. CO2 + CH2  = CO + CH2O 
         k:       1.100000e+11	    0.00       1000.00


    889. O + CH2(S)  = 2H + CO 
         k:       3.000000e+13	    0.00          0.00


    890. OH + C3H2  = HCO + C2H2 
         k:       5.000000e+13	    0.00          0.00


    891. CH3 + CH  = H + C2H3 
         k:       3.000000e+13	    0.00          0.00


    892. CH3 + C  = H + C2H2 
         k:       5.000000e+13	    0.00          0.00


    893. CH4 + CH2(S)  = 2CH3 
         k:       4.300000e+13	    0.00          0.00


    894. 2C2H2  = C2H3 + C2H 
         k:       1.700000e+14	    0.00      92000.00


    895. C2H6 + C2H2  = C2H5 + C2H3 
         k:       2.000000e+14	    0.00      60000.00


    896. 2CH3  => H2 + C2H4 
         k:       5.000000e+14	    0.00      32000.00


    897. 2CH2  => 2H + C2H2 
         k:       1.200000e+14	    0.00          0.00


    898. CH2 + CH  = H + C2H2 
         k:       4.000000e+13	    0.00          0.00


    899. CH2 + C  = H + C2H 
         k:       5.000000e+13	    0.00          0.00


    900. CH + C2H2  = H + C3H2 
         k:       8.400000e+13	    0.00          0.00


    901. C2H3 + C3H6  => CH3 + C4H6 
         k:       1.800000e+11	    0.00       6000.00


    902. C2H5 + IC3H7  => C2H4 + C3H8 
         k:       5.000000e+11	    0.00          0.00


    903. CH3 + IC3H7  => CH4 + C3H6 
         k:       6.000000e+10	    0.00          0.00


    904. C2H5 + C4H71-3  => C2H6 + C4H6 
         k:       1.000000e+12	    0.00          0.00


    905. C2H2 + C3H4-A  = C2H + C3H5-A 
         k:       5.000000e+14	    0.00      73000.00


    906. C2H2 + C3H6  = C2H3 + C3H5-A 
         k:       4.000000e+13	    0.00      46800.00


    907. C2H3 + IC4H7  => C2H2 + IC4H8 
         k:       2.000000e+12	    0.00          0.00


    908. 2C3H3  => C2H2 + C4H4 
         k:       1.000000e+11	    0.00          0.00


    909. 2C4H71-3  = C4H8-2 + C4H6 
         k:       7.000000e+11	    0.00          0.00


    910. IC4H7 + C4H71-3  = IC4H8 + C4H6 
         k:       7.000000e+11	    0.00          0.00


    911. C2H3 + C4H71-3  = C2H4 + C4H6 
         k:       2.000000e+12	    0.00          0.00


    912. C4H5  = C2H4 + C2H 
         k:       2.000000e+12	    0.00      60000.00


    913. CH3 + C3H3  => C4H6 
         k:       5.000000e+12	    0.00       3000.00


    914. C4H6  => CH3 + C3H3 
         k:       5.000000e+16	    0.00      90000.00


    915. C3H3  = H + C3H2 
         k:       1.000000e+13	    0.00      97000.00


    916. IC3H7  = NC3H7 
         k:       2.000000e+12	    0.00      42000.00


    917. CH3 + C4H6  => C2H4 + C3H5-A 
         k:       1.000000e+11	    0.00       7600.00


    918. C2H5 + C2H2  => C4H71-4 
         k:       3.000000e+11	    0.00       7600.00


    919. C2H5 + C3H6  = C2H4 + NC3H7 
         k:       1.000000e+11	    0.00       7600.00


    920. C2H5 + C3H6  = CH3 + C4H8-1 
         k:       9.000000e+10	    0.00       7600.00


    921. C2H5 + C4H6  => C2H4 + C4H71-3 
         k:       1.000000e+10	    0.00       5000.00


    922. C2H4 + IC3H7  = C2H5 + C3H6 
         k:       1.000000e+11	    0.00       7600.00


    923. IC3H7 + C3H6  = NC3H7 + C3H6 
         k:       5.000000e+10	    0.00       7600.00


    924. C2H4 + C3H5-S  => CH3 + C4H6 
         k:       2.000000e+11	    0.00       6000.00


    925. C2H4 + C4H71-3  => 0.15C2H5 + 0.85C3H6 + 0.85C3H5-A + 0.15C4H6 
         k:       2.000000e+11	    0.00      13000.00


    926. C2H4 + C4H71-4  => 0.8C2H5 + 0.2C3H6 + 0.1C3H5-A + 0.1C3H5-S + 0.8C4H6 
         k:       3.000000e+11	    0.00       7600.00


    927. C3H6 + C4H71-4  => NC3H7 + C4H6 
         k:       3.000000e+11	    0.00       7600.00


    928. 2C4H6  = C4H71-3 + C4H5 
         k:       5.000000e+14	    0.00      64000.00


    929. 2C3H6  = NC3H7 + C3H5-A 
         k:       1.000000e+15	    0.00      68000.00


    930. 2C3H6  = IC3H7 + C3H5-A 
         k:       1.000000e+15	    0.00      68000.00


    931. C2H6  = H2 + C2H4 
         k:       3.000000e+13	    0.00      78500.00


    932. C3H6  = H2 + C3H4-A 
         k:       1.800000e+13	    0.00      78000.00


    933. C3H6  = H2 + C3H4-P 
         k:       1.800000e+13	    0.00      78000.00


    934. C3H8  = H2 + C3H6 
         k:       5.000000e+13	    0.00      70000.00


    935. C4H4  = H2 + C4H2 
         k:       5.000000e+11	    0.00      66000.00


    936. C2H4 + C2H2  = C4H6 
         k:       5.000000e+10	    0.00      27000.00


    937. 2C2H4  = C4H8-1 
         k:       1.000000e+10	    0.00      40000.00


    938. 2C2H2  = C4H4 
         k:       5.000000e+11	    0.00      37000.00


    939. 2C2H2  = H2 + C4H2 
         k:       1.000000e+16	    0.00      68200.00


    940. 2C3H6  = C2H4 + C4H8-2 
         k:       5.000000e+11	    0.00      46000.00


    941. 2C3H2  = C2H2 + C4H2 
         k:       2.000000e+13	    0.00      85000.00


    942. C2H4 + C4H2  => C6H6 
         k:       3.000000e+11	    0.00      30000.00


    943. H + C3H3  = C3H4-A 
         k:       2.050000e+13	    0.21       -173.00
         Pressure Logarithmic Interpolation
         1	4.000000e-02	3.390000e+36	   -7.41       6337.00
         2	1.000000e+00	3.160000e+29	   -5.00       4711.00
         3	1.000000e+01	8.710000e+23	   -3.20       3255.00
         4	1.000000e+02	2.050000e+13	    0.21       -173.00


    944. H + C3H3  = C3H4-P 
         k:       6.400000e+13	    0.10        -31.20
         Pressure Logarithmic Interpolation
         1	4.000000e-02	3.630000e+36	   -7.36       6039.00
         2	1.000000e+00	7.940000e+29	   -5.06       4861.00
         3	1.000000e+01	1.070000e+24	   -3.15       3261.00
         4	1.000000e+02	6.400000e+13	    0.10        -31.20


    945. H + C4H5  = C2H4 + C2H2 
         k:       1.000000e+13	    0.00          0.00


    946. C4H4  = C2H3 + C2H 
         k:       1.000000e+16	    0.00     125000.00


    947. C2H2 + C4H4  = C2H + C4H5 
         k:       1.000000e+14	    0.00      95000.00


    948. C2H2 + C4H4  = C2H3 + C4H3 
         k:       3.000000e+14	    0.00      73000.00


    949. 2C4H4  = C4H5 + C4H3 
         k:       5.000000e+16	    0.00      81500.00


    950. CH2(S) + C3H3  = H + C4H4 
         k:       5.000000e+13	    0.00          0.00


    951. CH3 + C3H2  = H + C4H4 
         k:       2.500000e+12	    0.00          0.00


    952. C3H3 + C4H71-3  => C3H6 + C4H4 
         k:       4.000000e+12	    0.00          0.00


    953. C3H3 + IC4H7  => C3H6 + C4H4 
         k:       4.000000e+12	    0.00          0.00


    954. 2C2H2  = H + C4H3 
         k:       2.000000e+16	    0.00      81500.00


    955. CH + C3H2  = H + C4H2 
         k:       5.000000e+13	    0.00          0.00


    956. CH + C3H3  = 2H + C4H2 
         k:       5.000000e+13	    0.00          0.00


    957. C2H2 + C4H2  = C2H + C4H3 
         k:       3.000000e+14	    0.00      97000.00


    958. C2H + C3H4-P  => CH3 + C4H2 
         k:       3.000000e+11	    0.00       8000.00


    959. 2C3H4-A  => C2H4 + C4H4 
         k:       5.000000e+11	    0.00      29000.00


    960. 2C3H4-P  => C2H4 + C4H4 
         k:       5.000000e+11	    0.00      29000.00


    961. 2C4H4  => C2H2 + C6H6 
         k:       2.500000e+14	    0.00      44000.00


    962. CH2 + C4H3  = C2H + C3H4-P 
         k:       2.000000e+13	    0.00          0.00


    963. O + C4H2  = CO + C3H2 
         k:       2.700000e+13	    0.00       1660.00


    964. OH + C4H2  => HCO + C3H2 
         k:       3.000000e+12	    0.00       5000.00


    965. O + C4H4  => CO + 0.5C3H4-P + 0.5C3H4-A 
         k:       2.000000e+12	    0.00       5000.00


    966. OH + C4H4  => CO + C3H5-A 
         k:       3.000000e+13	    0.00          0.00


    967. O2 + C4H5  => 0.6OH + CO + 0.4CH2O + 0.4C2H3 + 0.3C3H4-P + 0.3C3H4-A 
         k:       7.000000e+13	    0.00      15000.00


    968. OH + C4H3  => CO + 0.5C3H4-P + 0.5C3H4-A 
         k:       3.000000e+12	    0.00          0.00


    969. H + CH3CO  = CH3CHO 
         k:       1.300000e+13	    0.00          0.00


    970. O2 + C3H4-P  => HCO + CH3CO 
         k:       7.000000e+13	    0.00      41000.00


    971. O2 + CH3CHO  = HO2 + CH2CHO 
         k:       4.000000e+13	    0.00      49000.00


    972. H + CH3CHO  = H2 + CH3CO 
         k:       5.000000e+07	    2.00       3600.00


    973. C2H5CHO (+M)  = HCO + C2H5 (+M) 
         Fall-off (Troe)
         k0:      2.870000e+84	  -18.60     101060.00
         kInf:    1.300000e+26	   -3.00      86405.90
         Troe Parameters
         a    2.49e-03
         T*** 3.77e+02
         T*   6.09e+00
         T**  4.63e+03


    974. C2H5CHO (+M)  = CH3 + CH2CHO (+M) 
         Fall-off (Troe)
         k0:      1.260000e+87	  -19.40     101280.00
         kInf:    1.160000e+25	   -2.80      85718.20
         Troe Parameters
         a    2.49e-03
         T*** 3.72e+02
         T*   6.09e+00
         T**  5.25e+03


    975. C2H5CHO  => H + CO + C2H5 
         k:       9.400000e+16	   -0.43      89167.00


    976. C2H5CHO  = CO + C2H6 
         k:       1.000000e+14	    0.00      75000.00


    977. OH + C2H5CHO  => H2O + RALD3 
         k:       1.300000e+13	    0.00       1700.00


    978. HO2 + C2H5CHO  => H2O2 + RALD3 
         k:       6.000000e+12	    0.00      15860.00


    979. RALD3  => 0.75H + 0.25HCO + 0.25C2H4 + 0.75C2H3CHO 
         k:       1.300000e+14	    0.00      40000.00


    980. O2 + RALD3  => HO2 + C2H3CHO 
         k:       3.000000e+11	    0.00       3000.00


    981. C2H5O + C2H5CHO  => CO + C2H5 + C2H5OH 
         k:       6.026000e+11	    0.00       3300.00


    982. H + C2H5CHO  => H2 + CO + C2H5 
         k:       1.600000e+14	    0.00       6360.00


    983. OH + C2H5CHO  => H2O + CO + C2H5 
         k:       2.000000e+13	    0.00        630.00


    984. HO2 + C2H5CHO  => H2O2 + CO + C2H5 
         k:       5.000000e+12	    0.00      12460.00


    985. CH3 + C2H5CHO  => CO + CH4 + C2H5 
         k:       1.400000e+12	    0.00       7234.20


    986. H + CH3OH  => H2O + CH3 
         k:       6.500000e+11	    0.00       5300.00


    987. O + C3H6  => 2H + C2H3CHO 
         k:       1.000000e+13	    0.00       3000.00


    988. O + C4H6  => CO + C3H6 
         k:       1.500000e+12	    0.00          0.00


    989. O + CH2O  => 2H + CO2 
         k:       2.000000e+13	    0.00       5000.00


    990. O + CH3CHO  => H + CO2 + CH3 
         k:       2.000000e+13	    0.00       3000.00


    991. OH + CH2O  => H2 + H + CO2 
         k:       1.000000e+11	    0.00          0.00


    992. OH + CH3CHO  => H2 + CO2 + CH3 
         k:       1.000000e+11	    0.00          0.00


    993. OH + C4H8-1  => 0.5CH2O + 0.5C2H5 + 0.5CH3CHO + 0.5NC3H7 
         k:       1.500000e+12	    0.00          0.00


    994. OH + C4H8-2  => 0.5CH3 + 0.5C2H5 + 0.5CH3CHO + 0.5C2H5CHO 
         k:       1.500000e+12	    0.00          0.00


    995. HO2 + C2H2  => CH2O + HCO 
         k:       5.000000e+12	    0.00      15000.00


    996. HCO + C4H6  => CO + C4H71-3 
         k:       5.000000e+11	    0.00       6000.00


    997. CH2O + HCO  = CO2 + CH3 
         k:       5.000000e+11	    0.00       8000.00


    998. HCO + CH3CHO  => CO2 + C2H5 
         k:       2.000000e+11	    0.00       8000.00


    999. CH2O + C2H3  => 0.5CH3O + 0.5CH2OH + C2H2 
         k:       5.000000e+11	    0.00       6000.00


   1000. CO + CH3O  = CO2 + CH3 
         k:       5.000000e+11	    0.00       6500.00


   1001. O2 + C2H2  => CO + CH2O 
         k:       3.000000e+11	    0.00      26000.00


   1002. O2 + C2H4  => 2CH2O 
         k:       1.000000e+14	    0.00      48000.00


   1003. O2 + C2H2  => 2HCO 
         k:       3.000000e+11	    0.00      27000.00


   1004. O2 + C2H4  => CH3O + HCO 
         k:       1.000000e+14	    0.00      43000.00


   1005. O2 + C4H6  => O2 + C2H4 + C2H2 
         k:       4.000000e+14	    0.00      40000.00


   1006. O2 + C3H5-S  = HO2 + C3H4-P 
         k:       2.000000e+12	    0.00       2000.00


   1007. O2 + C3H5-S  = O + RALD3 
         k:       5.380000e+18	   -2.14       5142.00


   1008. O2 + C4H71-3  => HO2 + C4H6 
         k:       3.000000e+10	    0.00       8000.00


   1009. O2 + C4H71-4  => HO2 + C4H6 
         k:       2.000000e+12	    0.00       3500.00


   1010. O2 + CH2CHO  => OH + CO + CH2O 
         k:       6.000000e+10	    0.00          0.00


   1011. O2 + IC4H7  => O2 + CH3 + C3H4-A 
         k:       8.000000e+12	    0.00      22000.00


   1012. O + CH3 +M  => CH3O +M 
         k:       5.000000e+16	    0.00          0.00


   1013. O + C2H3  => CH2CHO 
         k:       2.500000e+13	    0.00          0.00


   1014. O + NC3H7  => CH2O + C2H5 
         k:       2.000000e+13	    0.00          0.00


