-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
     1400.0000     47.8212       15.0712       -145.6379     114.7922      40.0902       -101.3708     
     1600.0000     50.0320       24.8644       -169.2595     121.3275      49.8835       -124.9924     
     1800.0000     51.8026       35.0547       -194.1332     127.3266      60.0737       -149.8661     
     2000.0000     53.2002       45.5606       -220.1592     132.8599      70.5797       -175.8920     
     2200.0000     54.2865       56.3140       -247.2499     137.9836      81.3330       -202.9828     
     2400.0000     55.1177       67.2582       -275.3284     142.7444      92.2773       -231.0613     
     2600.0000     55.7449       78.3475       -304.3262     147.1822      103.3665      -260.0590     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE I-C3H7
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 7.0000
   Formation Enthalpy at 298K =          21.5512 kcal/mol
   Formation Free Gibbs Energy at 298K = 0.8932 kcal/mol
   Molecular Weight =                    43.0890 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      15.7300       21.5826       0.7544        69.4273       0.0314        -0.1387       
     600.0000      26.9113       28.0057       -22.2840      83.8162       6.4544        -23.1772      
     800.0000      32.5152       33.9819       -39.9171      92.3737       12.4306       -40.8103      
     1000.0000     36.8865       40.9235       -59.1772      100.1007      19.3722       -60.0704      
     1200.0000     39.9610       48.6179       -79.9099      107.1065      27.0666       -80.8031      
     1400.0000     42.4929       56.8717       -101.9767     113.4631      35.3205       -102.8699     
     1600.0000     44.5533       65.5836       -125.2590     119.2766      44.0324       -126.1522     
     1800.0000     46.2085       74.6660       -149.6563     124.6235      53.1148       -150.5494     
     2000.0000     47.5197       84.0441       -175.0812     129.5627      62.4928       -175.9744     
     2200.0000     48.5435       93.6548       -201.4573     134.1419      72.1035       -202.3505     
     2400.0000     49.3312       103.4457      -228.7167     138.4010      81.8945       -229.6099     
     2600.0000     49.9294       113.3746      -256.7987     142.3743      91.8234       -257.6919     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE N-C3H7
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 7.0000
   Formation Enthalpy at 298K =          24.2109 kcal/mol
   Formation Free Gibbs Energy at 298K = 3.5281 kcal/mol
   Molecular Weight =                    43.0890 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      17.1158       24.2450       3.3891        69.5196       0.0342        -0.1389       
     600.0000      28.3268       31.1334       -19.8565      84.9832       6.9226        -23.3845      
     800.0000      33.5256       37.3513       -37.7616      93.8912       13.1404       -41.2897      
     1000.0000     37.5892       44.4632       -57.3462      101.8094      20.2523       -60.8743      
     1200.0000     40.4872       52.2798       -78.4327      108.9271      28.0690       -81.9608      
     1400.0000     42.8801       60.6244       -100.8711     115.3540      36.4135       -104.3992     
     1600.0000     44.8334       69.4026       -124.5364     121.2119      45.1917       -128.0645     
     1800.0000     46.4085       78.5326       -149.3237     126.5868      54.3217       -152.8518     
     2000.0000     47.6618       87.9445       -175.1433     131.5439      63.7336       -178.6714     
     2200.0000     48.6457       97.5794       -201.9169     136.1347      73.3685       -205.4450     
     2400.0000     49.4077       107.3880      -229.5756     140.4015      83.1771       -233.1037     
     2600.0000     49.9910       117.3305      -258.0583     144.3803      93.1197       -261.5864     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H4
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 4.0000
   Formation Enthalpy at 298K =          45.6239 kcal/mol
   Formation Free Gibbs Energy at 298K = 28.2898 kcal/mol
   Molecular Weight =                    40.0650 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      14.1284       45.6521       28.1734       58.2624       0.0282        -0.1164       
     600.0000      22.0377       51.1577       8.7591        70.6644       5.5338        -19.5308      
     800.0000      25.3958       55.9241       -6.0738       77.4973       10.3002       -34.3636      
     1000.0000     27.9877       61.2624       -22.1803      83.4427       15.6384       -50.4702      
     1200.0000     29.7863       67.0454       -39.4061      88.7096       21.4215       -67.6959      
     1400.0000     31.2663       73.1556       -57.6270      93.4161       27.5317       -85.9168      
     1600.0000     32.4697       79.5335       -76.7426      97.6726       33.9096       -105.0324     
     1800.0000     33.4355       86.1277       -96.6711      101.5549      40.5038       -124.9609     
     2000.0000     34.1997       92.8943       -117.3434     105.1188      47.2704       -145.6332     
     2200.0000     34.7954       99.7963       -138.7003     108.4076      54.1724       -166.9901     
     2400.0000     35.2530       106.8032      -160.6904     111.4557      61.1793       -188.9802     
     2600.0000     35.5998       113.8901      -183.2684     114.2918      68.2662       -211.5583     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H4P
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 4.0000
   Formation Enthalpy at 298K =          44.3120 kcal/mol
   Formation Free Gibbs Energy at 298K = 26.6314 kcal/mol
   Molecular Weight =                    40.0650 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      14.5662       44.3411       26.5127       59.4281       0.0291        -0.1188       
     600.0000      21.7975       49.8646       6.7246        71.9001       5.5526        -19.9068      
     800.0000      25.1189       54.5739       -8.3469       78.6510       10.2618       -34.9783      
     1000.0000     27.7085       59.8623       -24.6784      84.5407       15.5502       -51.3098      
     1200.0000     29.5465       65.5935       -42.1188      89.7602       21.2815       -68.7502      
     1400.0000     31.0607       71.6593       -60.5461      94.4325       27.3473       -87.1776      
     1600.0000     32.2934       77.9991       -79.8624      98.6634       33.6870       -106.4938     
     1800.0000     33.2842       84.5605       -99.9870      102.5264      40.2485       -126.6184     
     2000.0000     34.0696       91.2991       -120.8521     106.0756      46.9870       -147.4835     
     2200.0000     34.6832       98.1769       -142.3991     109.3528      53.8649       -169.0305     
     2400.0000     35.1558       105.1630      -164.5773     112.3918      60.8509       -191.2087     
     2600.0000     35.5152       112.2317      -187.3418     115.2206      67.9197       -213.9733     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2CHOH
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 4.0000
     O 1.0000
   Formation Enthalpy at 298K =          -29.7990 kcal/mol
   Formation Free Gibbs Energy at 298K = -48.3805 kcal/mol
   Molecular Weight =                    44.0530 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      14.9998       -29.7690      -48.5053      62.4542       0.0299        -0.1248       
     600.0000      22.5489       -24.0326      -69.2753      75.4046       5.7664        -20.8949      
     800.0000      25.4985       -19.2062      -85.0675      82.3266       10.5928       -36.6870      
     1000.0000     27.7255       -13.8829      -102.1397     88.2568       15.9161       -53.7592      
     1200.0000     29.3145       -8.1741       -120.3220     93.4566       21.6249       -71.9415      
     1400.0000     30.6315       -2.1752       -139.4839     98.0776       27.6238       -91.1034      
     1600.0000     31.7115       4.0628        -159.5226     102.2408      33.8617       -111.1421     
     1800.0000     32.5870       10.4958       -180.3552     106.0283      40.2947       -131.9748     
     2000.0000     33.2882       17.0860       -201.9129     109.4994      46.8849       -153.5324     
     2200.0000     33.8429       23.8013       -224.1369     112.6992      53.6002       -175.7564     
     2400.0000     34.2765       30.6150       -246.9768     115.6633      60.4140       -198.5964     
     2600.0000     34.6122       37.5054       -270.3885     118.4207      67.3043       -222.0080     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3CHOH
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          -13.2148 kcal/mol
   Formation Free Gibbs Energy at 298K = -33.7932 kcal/mol
   Molecular Weight =                    45.0610 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      15.3586       -13.1841      -33.9315      69.1578       0.0307        -0.1382       
     600.0000      23.4847       -7.2987       -56.7557      82.4282       5.9160        -22.9624      
     800.0000      27.1622       -2.2100       -73.9881      89.7226       11.0048       -40.1948      
     1000.0000     30.0181       3.5080        -92.5826      96.0905       16.7227       -58.7893      
     1200.0000     32.0776       9.7238        -112.3777     101.7512      22.9386       -78.5844      
     1400.0000     33.7847       16.3155       -133.2443     106.8284      29.5303       -99.4510      
     1600.0000     35.1846       23.2172       -155.0777     111.4343      36.4320       -121.2844     
     1800.0000     36.3196       30.3717       -177.7918     115.6464      43.5865       -143.9986     
     2000.0000     37.2286       37.7300       -201.3138     119.5219      50.9447       -167.5206     
     2200.0000     37.9479       45.2505       -225.5811     123.1053      58.4653       -191.7879     
     2400.0000     38.5102       52.8987       -250.5389     126.4323      66.1134       -216.7456     
     2600.0000     38.9455       60.6461       -276.1389     129.5327      73.8609       -242.3457     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2CH2OH
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          -6.1729 kcal/mol
   Formation Free Gibbs Energy at 298K = -27.3664 kcal/mol
   Molecular Weight =                    45.0610 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      16.3918       -6.1402       -27.5088      71.2286       0.0327        -0.1423       
     600.0000      24.3740       0.0428        -51.0729      85.1928       6.2157        -23.7065      
     800.0000      27.9244       5.2954        -68.8836      92.7238       11.4683       -41.5172      
     1000.0000     30.6892       11.1574       -88.0954      99.2527       17.3303       -60.7289      
     1200.0000     32.6621       17.4986       -108.5350     105.0279      23.6715       -81.1685      
     1400.0000     34.2933       24.1994       -130.0658     110.1894      30.3723       -102.6993     
     1600.0000     35.6269       31.1960       -152.5780     114.8588      37.3690       -125.2116     
     1800.0000     36.7043       38.4331       -175.9821     119.1196      44.6060       -148.6157     
     2000.0000     37.5636       45.8632       -200.2027     123.0330      52.0361       -172.8363     
     2200.0000     38.2400       53.4464       -225.1753     126.6462      59.6193       -197.8089     
     2400.0000     38.7656       61.1492       -250.8437     129.9970      67.3221       -223.4773     
     2600.0000     39.1696       68.9445       -277.1587     133.1166      75.1174       -249.7923     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5O2
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
     O 2.0000
   Formation Enthalpy at 298K =          -6.0229 kcal/mol
   Formation Free Gibbs Energy at 298K = -28.1823 kcal/mol
   Molecular Weight =                    61.0600 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      19.3008       -5.9843       -28.3311      74.4892       0.0385        -0.1488       
     600.0000      27.7680       1.1459        -53.2291      90.6250       7.1688        -25.0469      
     800.0000      31.9813       7.1380        -72.2341      99.2151       13.1609       -44.0518      
     1000.0000     35.2461       13.8752       -92.8432      106.7183      19.8981       -64.6609      
     1200.0000     37.7326       21.1846       -114.8651     113.3748      27.2075       -86.6829      
     1400.0000     39.6077       28.9277       -138.1470     119.3391      34.9506       -109.9647     
     1600.0000     41.0149       36.9946       -162.5621     124.7229      43.0175       -134.3798     
     1800.0000     42.1647       45.3165       -188.0040     129.6225      51.3394       -159.8217     
     2000.0000     43.0935       53.8458       -214.3839     134.1148      59.8686       -186.2017     
     2200.0000     43.8352       62.5415       -241.6267     138.2582      68.5644       -213.4444     
     2400.0000     44.4210       71.3695       -269.6671     142.0985      77.3923       -241.4848     
     2600.0000     44.8789       80.3014       -298.4484     145.6730      86.3242       -270.2661     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H4O1-2
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 4.0000
     O 1.0000
   Formation Enthalpy at 298K =          -12.5803 kcal/mol
   Formation Free Gibbs Energy at 298K = -29.8749 kcal/mol
   Molecular Weight =                    44.0530 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.4393       -12.5575      -29.9910      58.1117       0.0228        -0.1161       
     600.0000      20.7055       -7.6817       -49.0824      69.0011       4.8986        -19.2075      
     800.0000      24.6210       -3.1141       -63.5495      75.5442       9.4662        -33.6746      
     1000.0000     27.5390       2.0934        -79.2491      81.3425       14.6737       -49.3742      
     1200.0000     29.4608       7.7996        -96.0472      86.5390       20.3799       -66.1723      
     1400.0000     31.0366       13.8547       -113.8293     91.2029       26.4350       -83.9544      
     1600.0000     32.3123       20.1942       -132.4996     95.4336       32.7745       -102.6247     
     1800.0000     33.3308       26.7624       -151.9786     99.3006       39.3428       -122.1037     
     2000.0000     34.1316       33.5120       -172.1990     102.8555      46.0923       -142.3241     
     2200.0000     34.7511       40.4030       -193.1027     106.1389      52.9833       -163.2278     
     2400.0000     35.2225       47.4026       -214.6387     109.1839      59.9829       -184.7638     
     2600.0000     35.5758       54.4842       -236.7622     112.0178      67.0645       -206.8873     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5O2H
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 6.0000
     O 2.0000
   Formation Enthalpy at 298K =          -38.7367 kcal/mol
   Formation Free Gibbs Energy at 298K = -61.2195 kcal/mol
   Molecular Weight =                    62.0680 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      19.3799       -38.6980      -61.3705      75.5749       0.0387        -0.1510       
     600.0000      31.2088       -30.9984      -86.7306      92.8870       7.7383        -25.5111      
     800.0000      36.0828       -24.2297      -106.3014     102.5896      14.5070       -45.0819      
     1000.0000     39.6334       -16.6588      -127.6809     111.0221      22.0779       -66.4614      
     1200.0000     42.0254       -8.4853       -150.6451     118.4665      30.2514       -89.4256      
     1400.0000     43.9906       0.1229        -175.0135     125.0974      38.8596       -113.7940     
     1600.0000     45.5849       9.0862        -200.6409     131.0795      47.8229       -139.4215     
     1800.0000     46.8604       18.3356       -227.4096     136.5251      57.0723       -166.1901     
     2000.0000     47.8651       27.8123       -255.2207     141.5165      66.5490       -194.0013     
     2200.0000     48.6435       37.4666       -283.9901     146.1167      76.2033       -222.7706     
     2400.0000     49.2359       47.2573       -313.6447     150.3758      85.9940       -252.4252     
     2600.0000     49.6791       57.1510       -344.1205     154.3352      95.8877       -282.9010     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5CHO
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 6.0000
     O 1.0000
   Formation Enthalpy at 298K =          -44.2509 kcal/mol
   Formation Free Gibbs Energy at 298K = -64.8185 kcal/mol
   Molecular Weight =                    58.0800 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      18.0665       -44.2148      -64.9567      69.1394       0.0360        -0.1382       
     600.0000      29.7336       -36.9716      -88.2144      85.4047       7.2793        -23.3959      
     800.0000      35.1832       -30.4458      -106.2489     94.7539       13.8051       -41.4304      
     1000.0000     39.3221       -22.9902      -126.0455     103.0552      21.2607       -61.2270      
     1200.0000     42.1705       -14.8319      -147.4134     110.4845      29.4190       -82.5949      
     1400.0000     44.5107       -6.1559       -170.1897     117.1670      38.0950       -105.3711     
     1600.0000     46.4100       2.9430        -194.2395     123.2391      47.1939       -129.4210     
     1800.0000     47.9307       12.3829       -219.4510     128.7966      56.6338       -154.6325     
     2000.0000     49.1307       22.0939       -245.7287     133.9113      66.3448       -180.9102     
     2200.0000     50.0631       32.0173       -272.9898     138.6396      76.2682       -208.1713     
     2400.0000     50.7763       42.1045       -301.1619     143.0277      86.3554       -236.3434     
     2600.0000     51.3143       52.3162       -330.1808     147.1142      96.5670       -265.3623     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5CO
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          -7.8481 kcal/mol
   Formation Free Gibbs Energy at 298K = -30.2282 kcal/mol
   Molecular Weight =                    57.0720 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      16.2748       -7.8157       -30.3785      75.2096       0.0325        -0.1503       
     600.0000      25.9940       -1.4474       -55.1656      89.5304       6.4008        -24.9374      
     800.0000      30.7000       4.2534        -73.9050      97.6979       12.1015       -43.6767      
     1000.0000     34.3125       10.7539       -94.1820      104.9359      18.6020       -63.9538      
     1200.0000     36.7931       17.8723       -115.8296     111.4182      25.7204       -85.6013      
     1400.0000     38.8320       25.4417       -138.7059     117.2483      33.2898       -108.4777     
     1600.0000     40.4875       33.3795       -162.6934     122.5456      41.2277       -132.4652     
     1800.0000     41.8137       41.6147       -187.6943     127.3939      49.4628       -157.4661     
     2000.0000     42.8609       50.0864       -213.6253     131.8558      57.9346       -183.3970     
     2200.0000     43.6753       58.7436       -240.4142     135.9808      66.5917       -210.1860     
     2400.0000     44.2989       67.5438       -267.9978     139.8090      75.3920       -237.7696     
     2600.0000     44.7698       76.4529       -296.3203     143.3743      84.3011       -266.0921     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H4O2H
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
     O 2.0000
   Formation Enthalpy at 298K =          9.8071 kcal/mol
   Formation Free Gibbs Energy at 298K = -13.5472 kcal/mol
   Molecular Weight =                    61.0600 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      19.3694       9.8458        -13.7041      78.4996       0.0387        -0.1569       
     600.0000      28.2017       17.0819       -39.8373      94.8654       7.2748        -26.2901      
     800.0000      32.2257       23.1443       -59.7020      103.5578      13.3372       -46.1547      
     1000.0000     35.2547       29.9061       -81.1834      111.0895      20.0990       -67.6362      
     1200.0000     37.5868       37.2000       -104.0787     117.7322      27.3929       -90.5315      
     1400.0000     39.3975       44.9069       -128.2294     123.6687      35.0998       -114.6821     
     1600.0000     40.6991       52.9209       -153.5070     129.0174      43.1138       -139.9597     
     1800.0000     41.7580       61.1703       -179.8036     133.8744      51.3632       -166.2564     
     2000.0000     42.6090       69.6102       -207.0293     138.3198      59.8031       -193.4821     
     2200.0000     43.2846       78.2022       -235.1081     142.4138      68.3951       -221.5609     
     2400.0000     43.8142       86.9143       -263.9746     146.2037      77.1072       -250.4274     
     2600.0000     44.2247       95.7200       -293.5719     149.7276      85.9129       -280.0247     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H3O1-2
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 3.0000
     O 1.0000
   Formation Enthalpy at 298K =          39.3041 kcal/mol
   Formation Free Gibbs Energy at 298K = 21.3217 kcal/mol
   Molecular Weight =                    43.0450 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      10.9804       39.3260       21.2010       60.4168       0.0219        -0.1208       
     600.0000      18.5572       43.8122       1.5276        70.4745       4.5081        -19.7942      
     800.0000      21.5914       47.8565       -13.1602      76.2709       8.5524        -34.4819      
     1000.0000     23.8317       52.3903       -28.9300      81.3202       13.0862       -50.2517      
     1200.0000     25.3067       57.3088       -45.6511      85.7999       18.0047       -66.9728      
     1400.0000     26.5190       62.4954       -63.2178      89.7951       23.1913       -84.5395      
     1600.0000     27.5030       67.9012       -81.5434      93.4029       28.5971       -102.8651     
     1800.0000     28.2913       73.4836       -100.5575     96.6895       34.1795       -121.8793     
     2000.0000     28.9135       79.2066       -120.2011     99.7038       39.9025       -141.5228     
     2200.0000     29.3974       85.0398       -140.4234     102.4833      45.7357       -161.7452     
     2400.0000     29.7678       90.9580       -161.1807     105.0578      51.6539       -182.5025     
     2600.0000     30.0476       96.9409       -182.4346     107.4521      57.6368       -203.7563     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3OCH3-DME
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 6.0000
     O 1.0000
   Formation Enthalpy at 298K =          -43.9591 kcal/mol
   Formation Free Gibbs Energy at 298K = -62.9986 kcal/mol
   Molecular Weight =                    46.0690 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      15.7869       -43.9276      -63.1264      63.9961       0.0315        -0.1279       
     600.0000      25.1591       -37.7644      -84.4796      77.8587       6.1947        -21.4811      
     800.0000      30.0297       -32.2199      -100.8602     85.8003       11.7392       -37.8616      
     1000.0000     33.7965       -25.8300      -118.7442     92.9141       18.1291       -55.7456      
     1200.0000     36.4078       -18.8012      -137.9785     99.3144       25.1579       -74.9800      
     1400.0000     38.5499       -11.2982      -158.4286     105.0932      32.6609       -95.4301      
     1600.0000     40.2852       -3.4084       -179.9816     110.3583      40.5507       -116.9830     
     1800.0000     41.6715       4.7926        -202.5428     115.1864      48.7517       -139.5443     
     2000.0000     42.7623       13.2405       -226.0309     119.6357      57.1996       -163.0324     
     2200.0000     43.6068       21.8811       -250.3750     123.7528      65.8402       -187.3764     
     2400.0000     44.2501       30.6698       -275.5124     127.5759      74.6289       -212.5139     
     2600.0000     44.7328       39.5705       -301.3879     131.1378      83.5296       -238.3894     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3OCH2
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          0.9976 kcal/mol
   Formation Free Gibbs Energy at 298K = -19.0494 kcal/mol
   Molecular Weight =                    45.0610 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      16.3035       1.0301        -19.1841      67.3807       0.0325        -0.1347       
     600.0000      24.0152       7.1406        -41.5738      81.1906       6.1430        -22.5244      
     800.0000      27.8824       12.3456       -58.5751      88.6509       11.3480       -39.5257      
     1000.0000     30.9099       18.2376       -76.9745      95.2121       17.2400       -57.9251      
     1200.0000     33.2368       24.6628       -96.6128      101.0630      23.6653       -77.5633      
     1400.0000     34.9715       31.4938       -117.3605     106.3245      30.4962       -98.3111      
     1600.0000     36.2101       38.6162       -139.1086     111.0780      37.6186       -120.0592     
     1800.0000     37.2126       45.9621       -161.7632     115.4029      44.9645       -142.7138     
     2000.0000     38.0135       53.4878       -185.2457     119.3668      52.4902       -166.1963     
     2200.0000     38.6447       61.1562       -209.4893     123.0207      60.1586       -190.4398     
     2400.0000     39.1353       68.9363       -234.4361     126.4052      67.9387       -215.3866     
     2600.0000     39.5117       76.8027       -260.0356     129.5532      75.8051       -240.9861     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3OCH2O2
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 5.0000
     O 3.0000
   Formation Enthalpy at 298K =          -34.6233 kcal/mol
   Formation Free Gibbs Energy at 298K = -59.2408 kcal/mol
   Molecular Weight =                    77.0590 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      21.9167       -34.5795      -59.4061      82.7553       0.0437        -0.1654       
     600.0000      32.6167       -26.2647      -87.1878      101.5385      8.3586        -27.9470      
     800.0000      37.2652       -19.2506      -108.5270     111.5955      15.3727       -49.2863      
     1000.0000     40.6215       -11.4444      -131.7355     120.2911      23.1789       -72.4948      
     1200.0000     43.1125       -3.0594       -156.5731     127.9281      31.5639       -97.3323      
     1400.0000     45.0060       5.7616        -182.8508     134.7231      40.3849       -123.6100     
     1600.0000     46.3679       14.9036       -210.4161     140.8248      49.5268       -151.1754     
     1800.0000     47.4758       24.2919       -239.1425     146.3524      58.9151       -179.9018     
     2000.0000     48.3662       33.8794       -268.9253     151.4023      68.5027       -209.6845     
     2200.0000     49.0729       43.6261       -299.6764     156.0466      78.2494       -240.4357     
     2400.0000     49.6270       53.4984       -331.3207     160.3413      88.1217       -272.0799     
     2600.0000     50.0566       63.4686       -363.7927     164.3313      98.0919       -304.5519     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3OCH2O2H
 ====================================================================================================
   Elemental Composition:
     C 2.0000
     H 6.0000
     O 3.0000
   Formation Enthalpy at 298K =          -68.4236 kcal/mol
   Formation Free Gibbs Energy at 298K = -93.3775 kcal/mol
   Molecular Weight =                    78.0670 kg/kmol
 -----------------------------------------------------------------------------------------------------
