-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
     1400.0000     39.1566       61.4995       -106.9800     120.3425      34.4122       -111.3445     
     1600.0000     40.5473       69.4742       -131.5895     125.6648      42.3869       -135.9540     
     1800.0000     41.6954       77.7022       -157.2141     130.5091      50.6149       -161.5786     
     2000.0000     42.6345       86.1384       -183.7664     134.9524      59.0511       -188.1309     
     2200.0000     43.3955       94.7441       -211.1722     139.0529      67.6569       -215.5368     
     2400.0000     44.0069       103.4866      -239.3678     142.8560      76.3994       -243.7323     
     2600.0000     44.4947       112.3386      -268.2973     146.3984      85.2514       -272.6618     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H4-P
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 4.0000
   Formation Enthalpy at 298K =          44.3120 kcal/mol
   Formation Free Gibbs Energy at 298K = 26.6314 kcal/mol
   Molecular Weight =                    40.0650 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      14.5662       44.3411       26.5127       59.4281       0.0291        -0.1188       
     600.0000      21.7975       49.8646       6.7246        71.9001       5.5526        -19.9068      
     800.0000      25.1189       54.5739       -8.3469       78.6510       10.2618       -34.9783      
     1000.0000     27.7085       59.8623       -24.6784      84.5407       15.5502       -51.3098      
     1200.0000     29.5465       65.5935       -42.1188      89.7602       21.2815       -68.7502      
     1400.0000     31.0607       71.6593       -60.5461      94.4325       27.3473       -87.1776      
     1600.0000     32.2934       77.9991       -79.8624      98.6634       33.6870       -106.4938     
     1800.0000     33.2842       84.5605       -99.9870      102.5264      40.2485       -126.6184     
     2000.0000     34.0696       91.2991       -120.8521     106.0756      46.9870       -147.4835     
     2200.0000     34.6832       98.1769       -142.3991     109.3528      53.8649       -169.0305     
     2400.0000     35.1558       105.1630      -164.5773     112.3918      60.8509       -191.2087     
     2600.0000     35.5152       112.2317      -187.3418     115.2206      67.9197       -213.9733     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H4-A
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 4.0000
   Formation Enthalpy at 298K =          45.6239 kcal/mol
   Formation Free Gibbs Energy at 298K = 28.2898 kcal/mol
   Molecular Weight =                    40.0650 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      14.1284       45.6521       28.1734       58.2624       0.0282        -0.1164       
     600.0000      22.0377       51.1577       8.7591        70.6644       5.5338        -19.5308      
     800.0000      25.3958       55.9241       -6.0738       77.4973       10.3002       -34.3636      
     1000.0000     27.9877       61.2624       -22.1803      83.4427       15.6384       -50.4702      
     1200.0000     29.7863       67.0454       -39.4061      88.7096       21.4215       -67.6959      
     1400.0000     31.2663       73.1556       -57.6270      93.4161       27.5317       -85.9168      
     1600.0000     32.4697       79.5335       -76.7426      97.6726       33.9096       -105.0324     
     1800.0000     33.4355       86.1277       -96.6711      101.5549      40.5038       -124.9609     
     2000.0000     34.1997       92.8943       -117.3434     105.1188      47.2704       -145.6332     
     2200.0000     34.7954       99.7963       -138.7003     108.4076      54.1724       -166.9901     
     2400.0000     35.2530       106.8032      -160.6904     111.4557      61.1793       -188.9802     
     2600.0000     35.5998       113.8901      -183.2684     114.2918      68.2662       -211.5583     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H3
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 3.0000
   Formation Enthalpy at 298K =          84.0005 kcal/mol
   Formation Free Gibbs Energy at 298K = 65.7247 kcal/mol
   Molecular Weight =                    39.0570 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      15.5563       84.0316       65.6019       61.4322       0.0311        -0.1228       
     600.0000      20.9231       89.6045       45.1475       74.0951       5.6040        -20.5772      
     800.0000      23.1102       94.0168       29.6754       80.4267       10.0162       -36.0492      
     1000.0000     24.8105       98.8182       13.0416       85.7766       14.8177       -52.6831      
     1200.0000     26.0609       103.9092      -4.5878       90.4141       19.9087       -70.3124      
     1400.0000     27.0947       109.2281      -23.0882      94.5117       25.2276       -88.8129      
     1600.0000     27.9398       114.7345      -42.3643      98.1868       30.7340       -108.0890     
     1800.0000     28.6225       120.3932      -62.3401      101.5185      36.3927       -128.0647     
     2000.0000     29.1668       126.1743      -82.9527      104.5635      42.1738       -148.6773     
     2200.0000     29.5952       132.0522      -104.1492     107.3643      48.0517       -169.8739     
     2400.0000     29.9279       138.0060      -125.8843     109.9543      54.0055       -191.6090     
     2600.0000     30.1835       144.0183      -148.1187     112.3604      60.0177       -213.8433     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C3H2
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 2.0000
   Formation Enthalpy at 298K =          125.7762 kcal/mol
   Formation Free Gibbs Energy at 298K = 107.6501 kcal/mol
   Molecular Weight =                    38.0490 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      13.1159       125.8023      107.5284      60.9131       0.0262        -0.1217       
     600.0000      17.8613       130.5242      87.5447       71.6326       4.7481        -20.1055      
     800.0000      19.6646       134.2897      72.6605       77.0365       8.5136        -34.9896      
     1000.0000     20.9825       138.3574      56.7879       81.5695       12.5813       -50.8622      
     1200.0000     21.8801       142.6465      40.0741       85.4770       16.8704       -67.5760      
     1400.0000     22.6179       147.0988      22.6288       88.9071       21.3227       -85.0213      
     1600.0000     23.2171       151.6845      4.5358        91.9679       25.9083       -103.1143     
     1800.0000     23.6972       156.3777      -14.1386      94.7313       30.6016       -121.7887     
     2000.0000     24.0764       161.1566      -33.3403      97.2484       35.3805       -140.9904     
     2200.0000     24.3715       166.0027      -53.0241      99.5576       40.2265       -160.6742     
     2400.0000     24.5975       170.9006      -73.1514      101.6884      45.1245       -180.8016     
     2600.0000     24.7684       175.8380      -93.6891      103.6643      50.0619       -201.3393     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H5CHO
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 6.0000
     O 1.0000
   Formation Enthalpy at 298K =          -44.2509 kcal/mol
   Formation Free Gibbs Energy at 298K = -64.8185 kcal/mol
   Molecular Weight =                    58.0800 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      18.0665       -44.2148      -64.9567      69.1394       0.0360        -0.1382       
     600.0000      29.7336       -36.9716      -88.2144      85.4047       7.2793        -23.3959      
     800.0000      35.1832       -30.4458      -106.2489     94.7539       13.8051       -41.4304      
     1000.0000     39.3221       -22.9902      -126.0455     103.0552      21.2607       -61.2270      
     1200.0000     42.1705       -14.8319      -147.4134     110.4845      29.4190       -82.5949      
     1400.0000     44.5107       -6.1559       -170.1897     117.1670      38.0950       -105.3711     
     1600.0000     46.4100       2.9430        -194.2395     123.2391      47.1939       -129.4210     
     1800.0000     47.9307       12.3829       -219.4510     128.7966      56.6338       -154.6325     
     2000.0000     49.1307       22.0939       -245.7287     133.9113      66.3448       -180.9102     
     2200.0000     50.0631       32.0173       -272.9898     138.6396      76.2682       -208.1713     
     2400.0000     50.7763       42.1045       -301.1619     143.0277      86.3554       -236.3434     
     2600.0000     51.3143       52.3162       -330.1808     147.1142      96.5670       -265.3623     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH2CH2CHO
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          4.2874 kcal/mol
   Formation Free Gibbs Energy at 298K = -18.0272 kcal/mol
   Molecular Weight =                    57.0720 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      17.3545       4.3220        -18.1771      74.9971       0.0346        -0.1499       
     600.0000      27.0510       11.0536       -43.0439      90.1625       6.7662        -25.0166      
     800.0000      31.9120       16.9714       -61.9415      98.6411       12.6840       -43.9143      
     1000.0000     35.5331       23.7355       -82.4374      106.1729      19.4481       -64.4102      
     1200.0000     38.0773       31.1126       -104.3564     112.8908      26.8252       -86.3292      
     1400.0000     39.8201       38.9128       -127.5464     118.8994      34.6254       -109.5192     
     1600.0000     41.1636       47.0150       -151.8761     124.3070      42.7276       -133.8489     
     1800.0000     42.2678       55.3620       -177.2364     129.2213      51.0746       -159.2092     
     2000.0000     43.1614       63.9081       -203.5371     133.7226      59.6207       -185.5099     
     2200.0000     43.8767       72.6147       -230.7020     137.8712      68.3272       -212.6747     
     2400.0000     44.4431       81.4489       -258.6652     141.7142      77.1615       -240.6380     
     2600.0000     44.8876       90.3838       -287.3698     145.2898      86.0964       -269.3426     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE RALD3
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          -5.5528 kcal/mol
   Formation Free Gibbs Energy at 298K = -26.5560 kcal/mol
   Molecular Weight =                    57.0720 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      18.7027       -5.5154       -26.6971      70.6055       0.0374        -0.1411       
     600.0000      28.0322       1.4605        -50.3502      86.3512       7.0133        -23.7942      
     800.0000      34.2045       7.6957        -68.5262      95.2773       13.2485       -41.9702      
     1000.0000     39.3668       15.0741       -88.4140      103.4881      20.6269       -61.8580      
     1200.0000     43.1293       23.3482       -109.8763     111.0204      28.9010       -83.3202      
     1400.0000     45.4415       32.2309       -132.7761     117.8621      37.7837       -106.2201     
     1600.0000     46.7412       41.4558       -156.9750     124.0193      47.0086       -130.4190     
     1800.0000     47.6754       50.9030       -182.3442     129.5818      56.4558       -155.7882     
     2000.0000     48.3093       60.5059       -208.7741     134.6400      66.0587       -182.2181     
     2200.0000     48.7023       70.2107       -236.1713     139.2645      75.7634       -209.6153     
     2400.0000     48.9084       79.9744       -264.4549     143.5122      85.5272       -237.8988     
     2600.0000     48.9757       89.7648       -293.5543     147.4304      95.3176       -266.9982     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C2H3CHO
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 4.0000
     O 1.0000
   Formation Enthalpy at 298K =          -16.2687 kcal/mol
   Formation Free Gibbs Energy at 298K = -38.1849 kcal/mol
   Molecular Weight =                    56.0640 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      17.2718       -16.2343      -38.3321      73.6595       0.0345        -0.1472       
     600.0000      26.7649       -9.5571       -62.7794      88.7038       6.7116        -24.5945      
     800.0000      30.9322       -3.7569       -81.3714      97.0181       12.5118       -43.1865      
     1000.0000     34.0166       2.7394        -101.5141     104.2535      19.0081       -63.3292      
     1200.0000     36.0549       9.7531        -123.0169     110.6417      26.0219       -84.8320      
     1400.0000     37.7231       17.1367       -145.7243     116.3293      33.4054       -107.5394     
     1600.0000     39.0705       24.8210       -169.5114     121.4577      41.0897       -131.3265     
     1800.0000     40.1430       32.7466       -194.2766     126.1240      49.0153       -156.0917     
     2000.0000     40.9830       40.8627       -219.9349     130.3988      57.1315       -181.7500     
     2200.0000     41.6294       49.1269       -246.4137     134.3366      65.3956       -208.2288     
     2400.0000     42.1179       57.5040       -273.6500     137.9808      73.7727       -235.4651     
     2600.0000     42.4806       65.9657       -301.5888     141.3671      82.2344       -263.4039     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3COCH3
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 6.0000
     O 1.0000
   Formation Enthalpy at 298K =          -51.3389 kcal/mol
   Formation Free Gibbs Energy at 298K = -72.3919 kcal/mol
   Molecular Weight =                    58.0800 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      17.8055       -51.3033      -72.5333      70.7666       0.0355        -0.1414       
     600.0000      29.2124       -44.1996      -96.2311      86.7192       7.1393        -23.8392      
     800.0000      34.6329       -37.7796      -114.5127     95.9163       13.5593       -42.1208      
     1000.0000     38.7585       -30.4385      -134.5286     104.0900      20.9004       -62.1367      
     1200.0000     41.5620       -22.3975      -156.0925     111.4126      28.9414       -83.7006      
     1400.0000     43.8609       -13.8473      -179.0446     117.9980      37.4915       -106.6527     
     1600.0000     45.7223       -4.8823       -203.2517     123.9809      46.4566       -130.8598     
     1800.0000     47.2085       4.4166        -228.6031     129.4554      55.7555       -156.2112     
     2000.0000     48.3771       13.9800       -255.0047     134.4923      65.3189       -182.6128     
     2200.0000     49.2813       23.7498       -282.3746     139.1475      75.0887       -209.9827     
     2400.0000     49.9694       33.6781       -310.6413     143.4664      85.0170       -238.2494     
     2600.0000     50.4850       43.7261       -339.7413     147.4875      95.0650       -267.3494     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE CH3COCH2
 ====================================================================================================
   Elemental Composition:
     C 3.0000
     H 5.0000
     O 1.0000
   Formation Enthalpy at 298K =          -7.9702 kcal/mol
   Formation Free Gibbs Energy at 298K = -29.8678 kcal/mol
   Molecular Weight =                    57.0720 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      17.4731       -7.9353       -30.0149      73.5986       0.0349        -0.1471       
     600.0000      27.1746       -1.1699       -54.4732      88.8388       6.8003        -24.6053      
     800.0000      31.5661       4.7335        -73.1065      97.3001       12.7037       -43.2387      
     1000.0000     34.9105       11.3827       -93.3223      104.7049      19.3529       -63.4544      
     1200.0000     37.2394       18.6049       -114.9339     111.2824      26.5751       -85.0661      
     1400.0000     39.1588       26.2511       -137.7895     117.1719      34.2213       -107.9217     
     1600.0000     40.7223       34.2447       -161.7657     122.5065      42.2149       -131.8979     
     1800.0000     41.9797       42.5197       -186.7613     127.3783      50.4899       -156.8935     
     2000.0000     42.9773       51.0193       -212.6907     131.8550      58.9895       -182.8229     
     2200.0000     43.7575       59.6961       -239.4805     135.9894      67.6663       -209.6127     
     2400.0000     44.3592       68.5104       -267.0665     139.8237      76.4806       -237.1987     
     2600.0000     44.8174       77.4302       -295.3924     143.3933      85.4004       -265.5245     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC4H10
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 10.0000
   Formation Enthalpy at 298K =          -30.0625 kcal/mol
   Formation Free Gibbs Energy at 298K = -52.1174 kcal/mol
   Molecular Weight =                    58.1240 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      23.6860       -30.0153      -52.2656      74.1676       0.0472        -0.1482       
     600.0000      40.4553       -20.2539      -77.8832      96.0488       9.8086        -25.7658      
     800.0000      48.3997       -11.3269      -98.3946      108.8346      18.7356       -46.2772      
     1000.0000     54.3400       -1.0297       -121.3285     120.2988      29.0328       -69.2111      
     1200.0000     58.3779       10.2540       -146.4347     130.5740      40.3165       -94.3173      
     1400.0000     61.7401       22.2764       -173.4906     139.8336      52.3389       -121.3732     
     1600.0000     64.5064       34.9104       -202.3131     148.2646      64.9729       -150.1957     
     1800.0000     66.7516       48.0442       -232.7500     155.9968      78.1068       -180.6326     
     2000.0000     68.5461       61.5810       -264.6716     163.1263      91.6435       -212.5543     
     2200.0000     69.9558       75.4370       -297.9653     169.7284      105.4996      -245.8480     
     2400.0000     71.0419       89.5417       -332.5319     175.8640      119.6042      -280.4145     
     2600.0000     71.8611       103.8360      -368.2833     181.5844      133.8986      -316.1659     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE PC4H9
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 9.0000
   Formation Enthalpy at 298K =          17.2114 kcal/mol
   Formation Free Gibbs Energy at 298K = -6.1787 kcal/mol
   Molecular Weight =                    57.1160 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      22.9109       17.2571       -6.3359       78.6431       0.0457        -0.1571       
     600.0000      37.8351       26.5210       -33.1493      99.4505       9.3096        -26.9706      
     800.0000      44.9184       34.8268       -54.2523      111.3488      17.6154       -48.0736      
     1000.0000     50.5294       44.3902       -77.6054      121.9957      27.1788       -71.4267      
     1200.0000     55.0217       54.9655       -102.9830     131.6237      37.7541       -96.8042      
     1400.0000     58.3832       66.3235       -130.1963     140.3713      49.1121       -124.0176     
     1600.0000     60.7688       78.2537       -159.0791     148.3330      61.0423       -152.9004     
     1800.0000     62.3335       90.5763       -189.4824     155.5882      73.3649       -183.3037     
     2000.0000     63.2323       103.1427      -221.2720     162.2073      85.9313       -215.0933     
     2200.0000     63.6202       115.8351      -254.3273     168.2557      98.6238       -248.1486     
     2400.0000     63.6521       128.5670      -288.5403     173.7947      111.3556      -282.3616     
     2600.0000     63.4830       141.2826      -323.8152     178.8838      124.0712      -317.6365     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE SC4H9
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 9.0000
   Formation Enthalpy at 298K =          14.0383 kcal/mol
   Formation Free Gibbs Energy at 298K = -9.1389 kcal/mol
   Molecular Weight =                    57.1160 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      22.8376       14.0839       -9.2946       77.9280       0.0456        -0.1557       
     600.0000      37.4104       23.2581       -35.8674      98.5425       9.2198        -26.7286      
     800.0000      44.5246       31.4795       -56.7759      110.3192      17.4412       -47.6370      
     1000.0000     50.2693       40.9766       -79.9149      120.8915      26.9383       -70.7761      
     1200.0000     54.8844       51.5131       -105.0676     130.4839      37.4748       -95.9287      
     1400.0000     58.3132       62.8513       -132.0512     139.2161      48.8130       -122.9123     
     1600.0000     60.7208       74.7703       -160.7022     147.1703      60.7321       -151.5633     
     1800.0000     62.2721       87.0825       -190.8723     154.4193      73.0442       -181.7334     
     2000.0000     63.1320       99.6331       -222.4274     161.0302      85.5948       -213.2885     
     2200.0000     63.4656       112.3002      -255.2461     167.0665      98.2619       -246.1072     
     2400.0000     63.4379       124.9952      -289.2197     172.5896      110.9569      -280.0809     
     2600.0000     63.2138       137.6623      -324.2517     177.6592      123.6240      -315.1128     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE IC4H10
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 10.0000
   Formation Enthalpy at 298K =          -32.2627 kcal/mol
   Formation Free Gibbs Energy at 298K = -53.2061 kcal/mol
   Molecular Weight =                    58.1240 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      23.3078       -32.2162      -53.3468      70.4354       0.0465        -0.1407       
     600.0000      40.5731       -22.4496      -77.8357      92.3101       9.8131        -24.6296      
     800.0000      48.5099       -13.5017      -97.6026      105.1262      18.7610       -44.3965      
     1000.0000     54.4284       -3.1802       -119.7977     116.6175      29.0825       -66.5916      
     1200.0000     58.9805       8.1802        -144.1732     126.9611      40.4429       -90.9670      
     1400.0000     62.4350       20.3388       -170.5170     136.3256      52.6015       -117.3109     
     1600.0000     64.9374       33.0907       -198.6465     144.8358      65.3534       -145.4404     
     1800.0000     66.6335       46.2600       -228.4009     152.5894      78.5227       -175.1948     
     2000.0000     67.6689       59.7001       -259.6373     159.6687      91.9627       -206.4312     
     2200.0000     68.1894       73.2933       -292.2283     166.1462      105.5559      -239.0222     
     2400.0000     68.3406       86.9512       -326.0601     172.0880      119.2139      -272.8540     
     2600.0000     68.2682       100.6146      -361.0319     177.5564      132.8773      -307.8258     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE IC4H9
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 9.0000
   Formation Enthalpy at 298K =          15.1523 kcal/mol
   Formation Free Gibbs Energy at 298K = -7.5200 kcal/mol
   Molecular Weight =                    57.1160 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      22.5082       15.1971       -7.6723       76.2314       0.0449        -0.1523       
     600.0000      38.3571       24.4949       -33.7527      97.0792       9.3426        -26.2327      
     800.0000      45.6084       32.9292       -54.3998      109.1613      17.7770       -46.8799      
     1000.0000     50.8746       42.6059       -77.3300      119.9359      27.4536       -69.8101      
     1200.0000     54.8468       53.1941       -102.2985     129.5772      38.0418       -94.7786      
     1400.0000     57.9116       64.4841       -129.0980     138.2729      49.3318       -121.5780     
     1600.0000     60.1843       76.3059       -157.5540     146.1624      61.1536       -150.0340     
     1800.0000     61.7801       88.5127       -187.5161     153.3493      73.3604       -179.9962     
     2000.0000     62.8142       100.9805      -218.8524     159.9165      85.8282       -211.3325     
     2200.0000     63.4020       113.6086      -251.4461     165.9340      98.4563       -243.9262     
     2400.0000     63.6585       126.3192      -285.1935     171.4636      111.1669      -277.6736     
     2600.0000     63.6991       139.0576      -320.0028     176.5617      123.9053      -312.4828     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE TC4H9
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 9.0000
   Formation Enthalpy at 298K =          10.0086 kcal/mol
   Formation Free Gibbs Energy at 298K = -11.7394 kcal/mol
   Molecular Weight =                    57.1160 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      22.4987       10.0534       -11.8855      73.1298       0.0449        -0.1461       
     600.0000      38.3706       19.3564       -37.0369      93.9888       9.3478        -25.2975      
     800.0000      45.5724       27.7888       -57.0659      106.0684      17.7802       -45.3265      
     1000.0000     50.7986       37.4536       -79.3763      116.8299      27.4450       -67.6369      
     1200.0000     54.7556       48.0250       -103.7221     126.4559      38.0165       -91.9827      
     1400.0000     57.8105       59.2957       -129.8958     135.1368      49.2871       -118.1564     
     1600.0000     60.0777       71.0967       -157.7232     143.0125      61.0881       -145.9838     
     1800.0000     61.6714       83.2819       -187.0541     150.1866      73.2733       -175.3147     
     2000.0000     62.7062       95.7280       -217.7567     156.7423      85.7194       -206.0173     
     2200.0000     63.2963       108.3347      -249.7145     162.7496      98.3262       -237.9751     
     2400.0000     63.5562       121.0245      -282.8241     168.2703      111.0160      -271.0847     
     2600.0000     63.6002       133.7428      -316.9939     173.3603      123.7342      -305.2545     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE IC4H8
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 8.0000
   Formation Enthalpy at 298K =          -3.8032 kcal/mol
   Formation Free Gibbs Energy at 298K = -24.6570 kcal/mol
   Molecular Weight =                    56.1080 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      21.5798       -3.7602       -24.7971      70.1232       0.0430        -0.1401       
     600.0000      35.3058       4.9021        -48.8509      89.5884       8.7054        -24.1939      
     800.0000      41.8966       12.6519       -67.9003      100.6902      16.4551       -43.2433      
     1000.0000     46.9085       21.5556       -89.0479      110.6035      25.3588       -64.3909      
     1200.0000     50.6904       31.3334       -112.0745     119.5065      35.1366       -87.4174      
     1400.0000     53.5350       41.7700       -136.7929     127.5450      45.5732       -112.1359     
     1600.0000     55.6464       52.6951       -163.0426     134.8360      56.4983       -138.3855     
     1800.0000     57.3689       64.0026       -190.6852     141.4932      67.8059       -166.0281     
     2000.0000     58.7581       75.6204       -219.6040     147.6122      79.4237       -194.9470     
     2200.0000     59.8653       87.4871       -249.6991     153.2664      91.2903       -225.0421     
     2400.0000     60.7376       99.5509       -280.8835     158.5143      103.3541      -256.2265     
     2600.0000     61.4177       111.7693      -313.0810     163.4040      115.5725      -288.4239     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE IC4H7
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 7.0000
   Formation Enthalpy at 298K =          29.6898 kcal/mol
   Formation Free Gibbs Energy at 298K = 7.8386 kcal/mol
   Molecular Weight =                    55.1000 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
